DATAFLOW,LAST UPDATE,freq,citizen,agedef,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2018,2393130,ep,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2019,2556040,ep,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2020,1995154,ep,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2021,2687717,bep,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2022,2645362,ep,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2011,12660,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2012,13845,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2013,13893,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2014,15486,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2015,16305,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2016,18082,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2017,16973,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2018,19141,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2019,17263,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2020,15084,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2021,13459,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FI,2022,15635,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2011,291594,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2012,255922,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2013,239813,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2014,308103,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2015,324517,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2016,313622,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2017,215470,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2018,188740,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2019,259143,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2020,61006,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2021,154736,p,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,FR,2022,249355,p,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,GE,2022,125269,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2011,12699,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2012,12877,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2013,15262,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2014,20858,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2015,29651,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2016,36436,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2017,47352,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2018,39515,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2019,40148,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2020,34046,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2021,40424,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HR,2022,46287,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2011,15100,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2012,22880,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2013,34691,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2014,42213,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2015,43225,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2016,39889,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2017,39829,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2018,48178,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2019,49795,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2020,67364,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2021,67999,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,HU,2022,58408,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2011,83049,b,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2012,81797,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2013,76560,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2014,71107,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2015,67160,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2016,55507,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2017,58788,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2018,50258,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2019,51410,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2020,51313,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2021,53673,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IE,2022,61133,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2011,4812,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2012,4758,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2013,4372,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2014,4052,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2015,4046,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2016,4159,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2017,3641,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2018,4372,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2019,4590,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2020,6009,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2021,4661,,
ESTAT:TPS00177(1.0),29/11/24 11:00:00,A,TOTAL,COMPLET,TOTAL,NR,T,IS,2022,5091,,
